frame,cls,range_cm
319,cup,60
320,cup,60
321,cup,60
322,cup,60
323,cup,60
324,cup,60
325,cup,60
326,cup,60
327,cup,60
328,cup,60
329,cup,60
330,cup,60
331,cup,60
332,cup,60
333,cup,60
334,cup,60
335,cup,60
336,cup,60
337,cup,60
338,cup,60
339,cup,60
340,cup,60
341,cup,60
342,cup,60
343,cup,60
344,cup,60
345,cup,60
346,cup,60
347,cup,60
348,cup,60
349,cup,60
350,cup,60
351,cup,60
352,cup,60
353,cup,60
354,cup,60
355,cup,60
356,cup,60
357,cup,60
358,cup,60
359,cup,60
360,cup,60
361,cup,60
362,cup,60
363,cup,60
364,cup,60
365,cup,60
366,cup,60
367,cup,60
368,cup,60
369,cup,60
370,cup,60
371,cup,60
372,cup,60
373,cup,60
374,cup,60
375,cup,60
376,cup,60
377,cup,60
378,cup,60
379,cup,60
380,cup,60
381,cup,60
382,cup,60
383,cup,60
384,cup,60
385,cup,60
386,cup,60
387,cup,60
388,cup,60
389,cup,60
390,cup,60
391,cup,60
392,cup,60
393,cup,60
394,cup,60
395,cup,60
396,cup,60
397,cup,60
398,cup,60
399,cup,60
400,cup,60
401,cup,60
402,cup,60
403,cup,60
404,cup,60
405,cup,60
406,cup,60
407,cup,60
408,cup,60
409,cup,60
410,cup,60
411,cup,60
412,cup,60
413,cup,60
414,cup,60
415,cup,60
416,cup,60
417,cup,60
418,cup,60
419,cup,60
420,cup,60
421,cup,60
422,cup,60
423,cup,60
424,cup,60
425,cup,60
426,cup,60
427,cup,60
428,cup,60
429,cup,60
430,cup,60
431,cup,60
432,cup,60
433,cup,60
434,cup,60
435,cup,60
436,cup,60
437,cup,60
438,cup,60
439,cup,60
440,cup,60
441,cup,60
442,cup,60
443,cup,60
444,cup,60
445,cup,60
446,cup,60
447,cup,60
448,cup,60
449,cup,60
450,cup,60
451,cup,60
452,cup,60
453,cup,60
454,cup,60
455,cup,60
456,cup,60
457,cup,60
458,cup,60
459,cup,60
460,cup,60
461,cup,60
462,cup,60
463,cup,60
464,cup,60
465,cup,60
466,cup,60
467,cup,60
468,cup,60
469,cup,60
470,cup,60
471,cup,60
472,cup,60
473,cup,60
474,cup,60
475,cup,60
476,cup,60
477,cup,60
478,cup,60
479,cup,60
480,cup,60
481,cup,60
482,cup,60
483,cup,60
484,cup,60
485,cup,60
486,cup,60
487,cup,90
488,cup,90
489,cup,90
490,cup,90
491,cup,90
492,cup,90
493,cup,90
494,cup,90
495,cup,90
496,cup,90
497,cup,90
498,cup,90
499,cup,90
500,cup,90
501,cup,90
502,cup,90
503,cup,90
504,cup,90
505,cup,90
506,cup,90
507,cup,90
508,cup,90
509,cup,90
510,cup,90
511,cup,90
512,cup,90
513,cup,90
514,cup,90
515,cup,90
516,cup,90
517,cup,90
518,cup,90
519,cup,90
520,cup,90
521,cup,90
522,cup,90
523,cup,90
524,cup,90
525,cup,90
526,cup,90
527,cup,90
528,cup,90
529,cup,90
530,cup,90
531,cup,90
532,cup,90
533,cup,90
534,cup,90
535,cup,90
536,cup,90
537,cup,90
538,cup,90
539,cup,90
540,cup,90
541,cup,90
542,cup,90
543,cup,90
544,cup,90
545,cup,90
546,cup,90
547,cup,90
548,cup,90
549,cup,90
550,cup,90
551,cup,90
552,cup,90
553,cup,90
554,cup,90
555,cup,90
556,cup,90
557,cup,90
558,cup,90
559,cup,90
560,cup,90
561,cup,90
562,cup,90
563,cup,90
564,cup,90
565,cup,90
566,cup,90
567,cup,90
568,cup,90
569,cup,90
570,cup,90
571,cup,90
572,cup,90
573,cup,90
574,cup,90
575,cup,90
576,cup,90
577,cup,90
578,cup,90
579,cup,90
580,cup,90
581,cup,90
582,cup,90
583,cup,90
584,cup,90
585,cup,90
586,cup,90
587,cup,90
588,cup,90
589,cup,90
590,cup,90
591,cup,90
592,cup,90
593,cup,90
594,cup,90
595,cup,90
596,cup,90
597,cup,90
598,cup,90
599,cup,90
600,cup,90
601,cup,90
602,cup,90
603,cup,90
604,cup,90
605,cup,90
606,cup,90
607,cup,90
608,cup,90
609,cup,90
610,cup,90
611,cup,90
612,cup,90
613,cup,90
614,cup,90
615,cup,90
616,cup,90
617,cup,90
618,cup,90
619,cup,90
620,cup,90
621,cup,90
622,cup,90
623,cup,90
624,cup,90
625,cup,90
626,cup,90
627,cup,90
628,cup,90
629,cup,90
630,cup,90
631,cup,90
632,cup,90
633,cup,90
634,cup,90
635,cup,90
636,cup,90
637,cup,90
638,cup,90
639,cup,90
640,cup,90
641,cup,90
642,cup,90
643,cup,90
644,cup,90
645,cup,90
646,cup,90
647,cup,90
648,cup,90
649,cup,90
650,cup,90
651,cup,90
652,cup,90
653,cup,90
654,cup,90
655,cup,90
656,cup,90
657,cup,90
658,cup,90
659,cup,90
660,cup,90
661,cup,90
662,cup,90
663,cup,90
664,cup,90
665,cup,90
666,cup,90
667,cup,90
668,cup,90
669,cup,90
670,cup,90
671,cup,90
672,cup,90
673,cup,90
674,cup,90
675,cup,90
676,cup,90
677,cup,90
678,cup,90
679,cup,90
680,cup,90
681,cup,90
682,cup,90
683,cup,90
684,cup,90
685,cup,90
686,cup,90
687,cup,90
688,cup,90
689,cup,90
690,cup,90
691,cup,90
692,cup,90
693,cup,90
694,cup,90
695,cup,90
696,cup,90
697,cup,90
698,cup,90
699,cup,90
700,cup,90
701,cup,90
702,cup,90
703,cup,90
704,cup,90
705,cup,90
706,cup,90
707,cup,90
708,cup,90
709,cup,90
710,cup,90
711,cup,90
712,cup,90
713,cup,90
714,cup,90
715,cup,90
716,cup,90
717,cup,90
718,cup,90
719,cup,90
720,cup,90
721,cup,90
722,cup,90
723,cup,90
724,cup,90
725,cup,90
726,cup,90
727,cup,90
728,cup,90
729,cup,90
730,cup,90
731,cup,90
732,cup,90
733,cup,90
734,cup,90
735,cup,90
736,cup,90
737,cup,90
738,cup,90
739,cup,90
740,cup,90
741,cup,90
742,cup,90
743,cup,90
744,cup,90
745,cup,90
746,cup,90
747,cup,90
748,cup,90
749,cup,90
750,cup,90
751,cup,90
752,cup,90
753,cup,90
754,cup,90
755,cup,90
756,cup,90
757,cup,90
758,cup,90
759,cup,90
760,cup,90
761,cup,90
762,cup,90
763,cup,90
764,cup,90
765,cup,90
766,cup,90
767,cup,90
768,cup,90
769,cup,90
770,cup,90
771,cup,90
772,cup,90
773,cup,90
774,cup,90
775,cup,90
776,cup,90
777,cup,90
