frame,cls,range_cm
281,cup,40.0
282,cup,40.0
283,cup,40.0
284,cup,40.0
285,cup,40.0
286,cup,40.0
287,cup,40.0
288,cup,40.0
289,cup,40.0
290,cup,40.0
291,cup,40.07142857142857
292,cup,40.142857142857146
293,cup,40.214285714285715
294,cup,40.285714285714285
295,cup,40.357142857142854
296,cup,40.42857142857143
297,cup,40.5
298,cup,40.57142857142857
299,cup,40.642857142857146
300,cup,40.714285714285715
301,cup,40.785714285714285
302,cup,40.857142857142854
303,cup,40.92857142857143
304,cup,41.0
305,cup,41.07142857142857
306,cup,41.142857142857146
307,cup,41.214285714285715
308,cup,41.285714285714285
309,cup,41.357142857142854
310,cup,41.42857142857143
311,cup,41.5
312,cup,41.57142857142857
313,cup,41.642857142857146
314,cup,41.714285714285715
315,cup,41.785714285714285
316,cup,41.857142857142854
317,cup,41.92857142857143
318,cup,42.0
319,cup,42.07142857142857
320,cup,42.142857142857146
321,cup,42.214285714285715
322,cup,42.285714285714285
323,cup,42.357142857142854
324,cup,42.42857142857143
325,cup,42.5
326,cup,42.5
327,cup,42.4390243902439
328,cup,42.3780487804878
329,cup,42.31707317073171
330,cup,42.25609756097561
331,cup,42.19512195121951
332,cup,42.13414634146341
333,cup,42.073170731707314
334,cup,42.01219512195122
335,cup,41.951219512195124
336,cup,41.890243902439025
337,cup,41.829268292682926
338,cup,41.76829268292683
339,cup,41.707317073170735
340,cup,41.646341463414636
341,cup,41.58536585365854
342,cup,41.52439024390244
343,cup,41.46341463414634
344,cup,41.40243902439025
345,cup,41.34146341463415
346,cup,41.28048780487805
347,cup,41.21951219512195
348,cup,41.15853658536585
349,cup,41.09756097560975
350,cup,41.03658536585366
351,cup,40.97560975609756
352,cup,40.91463414634146
353,cup,40.853658536585364
354,cup,40.792682926829265
355,cup,40.73170731707317
356,cup,40.670731707317074
357,cup,40.609756097560975
358,cup,40.548780487804876
359,cup,40.48780487804878
360,cup,40.426829268292686
361,cup,40.36585365853659
362,cup,40.30487804878049
363,cup,40.24390243902439
364,cup,40.18292682926829
365,cup,40.1219512195122
366,cup,40.0609756097561
367,cup,40.0
368,cup,40.0
369,cup,40.05806451612903
370,cup,40.116129032258065
371,cup,40.174193548387095
372,cup,40.23225806451613
373,cup,40.29032258064516
374,cup,40.348387096774196
375,cup,40.406451612903226
376,cup,40.464516129032255
377,cup,40.52258064516129
378,cup,40.58064516129032
379,cup,40.63870967741936
380,cup,40.696774193548386
381,cup,40.754838709677415
382,cup,40.81290322580645
383,cup,40.87096774193548
384,cup,40.92903225806452
385,cup,40.987096774193546
386,cup,41.04516129032258
387,cup,41.10322580645161
388,cup,41.16129032258064
389,cup,41.21935483870968
390,cup,41.277419354838706
391,cup,41.33548387096774
392,cup,41.39354838709677
393,cup,41.4516129032258
394,cup,41.50967741935484
395,cup,41.567741935483866
396,cup,41.6258064516129
397,cup,41.68387096774193
398,cup,41.74193548387097
399,cup,41.8
400,cup,41.8
401,cup,41.73571428571428
402,cup,41.67142857142857
403,cup,41.607142857142854
404,cup,41.54285714285714
405,cup,41.47857142857143
406,cup,41.41428571428571
407,cup,41.349999999999994
408,cup,41.285714285714285
409,cup,41.22142857142857
410,cup,41.15714285714286
411,cup,41.09285714285714
412,cup,41.028571428571425
413,cup,40.964285714285715
414,cup,40.9
415,cup,40.83571428571428
416,cup,40.77142857142857
417,cup,40.707142857142856
418,cup,40.64285714285714
419,cup,40.57857142857143
420,cup,40.51428571428571
421,cup,40.45
422,cup,40.385714285714286
423,cup,40.32142857142857
424,cup,40.25714285714286
425,cup,40.19285714285714
426,cup,40.128571428571426
427,cup,40.06428571428572
428,cup,40.0
429,cup,40.0
430,cup,40.044444444444444
431,cup,40.08888888888889
432,cup,40.13333333333333
433,cup,40.17777777777778
434,cup,40.22222222222222
435,cup,40.266666666666666
436,cup,40.31111111111111
437,cup,40.355555555555554
438,cup,40.4
439,cup,40.44444444444444
440,cup,40.48888888888889
441,cup,40.53333333333333
442,cup,40.577777777777776
443,cup,40.62222222222222
444,cup,40.666666666666664
445,cup,40.71111111111111
446,cup,40.75555555555555
447,cup,40.8
448,cup,40.84444444444444
449,cup,40.888888888888886
450,cup,40.93333333333333
451,cup,40.977777777777774
452,cup,41.022222222222226
453,cup,41.06666666666667
454,cup,41.111111111111114
455,cup,41.15555555555556
456,cup,41.2
457,cup,41.24444444444445
458,cup,41.28888888888889
459,cup,41.333333333333336
460,cup,41.37777777777778
461,cup,41.422222222222224
462,cup,41.46666666666667
463,cup,41.51111111111111
464,cup,41.55555555555556
465,cup,41.6
466,cup,41.644444444444446
467,cup,41.68888888888889
468,cup,41.733333333333334
469,cup,41.77777777777778
470,cup,41.82222222222222
471,cup,41.86666666666667
472,cup,41.91111111111111
473,cup,41.955555555555556
474,cup,42.0
475,cup,42.0
476,cup,41.96
477,cup,41.92
478,cup,41.88
479,cup,41.84
480,cup,41.8
481,cup,41.76
482,cup,41.72
483,cup,41.68
484,cup,41.64
485,cup,41.6
486,cup,41.56
487,cup,41.52
488,cup,41.48
489,cup,41.44
490,cup,41.4
491,cup,41.36
492,cup,41.32
493,cup,41.28
494,cup,41.24
495,cup,41.2
496,cup,41.16
497,cup,41.12
498,cup,41.08
499,cup,41.04
500,cup,41.0
501,cup,40.96
502,cup,40.92
503,cup,40.88
504,cup,40.84
505,cup,40.8
506,cup,40.76
507,cup,40.72
508,cup,40.68
509,cup,40.64
510,cup,40.6
511,cup,40.56
512,cup,40.52
513,cup,40.48
514,cup,40.44
515,cup,40.4
516,cup,40.36
517,cup,40.32
518,cup,40.28
519,cup,40.24
520,cup,40.2
521,cup,40.16
522,cup,40.12
523,cup,40.08
524,cup,40.04
525,cup,40.0
526,cup,40.0
527,cup,40.0
528,cup,40.0
529,cup,40.0
530,cup,40.0
531,cup,40.0
532,cup,40.0
533,cup,40.0
534,cup,40.0
535,cup,40.0
536,cup,40.0
537,cup,40.0
538,cup,40.0
539,cup,40.0
540,cup,40.0
541,cup,40.0
542,cup,40.0
543,cup,40.0
544,cup,40.0
545,cup,40.0
546,cup,40.0
547,cup,40.0
548,cup,40.0
549,cup,40.0
550,cup,40.0
551,cup,40.0
552,cup,40.0
553,cup,40.0
554,cup,40.0
555,cup,40.0
556,cup,40.0
557,cup,40.0
558,cup,40.0
559,cup,40.0
560,cup,40.0
561,cup,40.0
562,cup,40.0
563,cup,40.0
564,cup,40.0
565,cup,40.0
566,cup,40.0
567,cup,40.0
568,cup,40.0
569,cup,40.0
570,cup,40.0
571,cup,40.0
572,cup,40.0
573,cup,40.0
574,cup,40.0
575,cup,40.0
576,cup,40.0
577,cup,40.0
578,cup,40.0
579,cup,40.0
580,cup,40.0
581,cup,40.0
582,cup,40.0
583,cup,40.0
584,cup,40.0
585,cup,40.0
586,cup,40.0
587,cup,40.0
588,cup,40.0
589,cup,40.0
590,cup,40.0
591,cup,40.0
592,cup,40.0
593,cup,40.0
594,cup,40.0
595,cup,40.0
596,cup,40.0
597,cup,40.0
598,cup,40.0
599,cup,40.0
600,cup,40.0
601,cup,40.0
602,cup,40.0
603,cup,40.0
604,cup,40.0
605,cup,40.0
606,cup,40.0
607,cup,40.0
608,cup,40.0
609,cup,40.0
