frame,cls,range_cm
91,person,40
92,cup,40
92,person,40
93,cup,40
93,person,40
94,cup,40
94,person,40
95,cup,40
95,person,40
96,cup,40
96,person,40
97,cup,40
97,person,40
98,cup,40
98,person,40
99,cup,40
99,person,40
100,cup,40
100,person,40
101,cup,40
101,person,40
102,cup,40
102,person,40
103,cup,40
103,person,40
104,cup,40
104,person,40
105,cup,40
105,person,40
106,cup,40
106,person,40
107,cup,40
107,person,40
108,cup,40
108,person,40
109,cup,40
109,person,40
110,cup,40
110,person,40
111,cup,40
111,person,40
112,cup,40
112,person,40
113,cup,40
113,person,40
114,cup,40
114,person,40
115,cup,40
115,person,40
116,cup,40
116,person,40
117,cup,40
117,person,40
118,cup,40
118,person,40
119,cup,40
119,person,40
120,cup,40
120,person,40
121,cup,40
121,person,40
122,cup,40
122,person,40
123,cup,40
123,person,40
124,cup,40
124,person,40
125,cup,40
125,person,40
126,cup,40
126,person,40
127,cup,40
127,person,40
128,cup,40
128,person,40
129,cup,40
129,person,40
130,cup,40
130,person,40
131,cup,40
131,person,40
132,cup,40
132,person,40
133,cup,40
133,person,40
134,cup,40
134,person,40
135,cup,40
135,person,40
136,cup,40
136,person,40
137,cup,40
137,person,40
138,cup,40
138,person,40
139,cup,40
139,person,40
140,cup,40
140,person,40
141,cup,40
141,person,40
142,cup,40
142,person,40
143,cup,40
143,person,40
144,cup,40
144,person,40
145,cup,40
145,person,40
146,cup,40
146,person,40
147,cup,40
147,person,40
148,cup,40
148,person,40
149,cup,40
149,person,40
150,cup,40
150,person,40
151,cup,40
151,person,40
152,cup,40
152,person,40
153,cup,40
153,person,40
154,cup,40
154,person,40
155,cup,40
155,person,40
156,cup,40
156,person,40
157,cup,40
157,person,40
158,cup,40
158,person,40
159,cup,40
159,person,40
160,cup,40
160,person,40
161,cup,40
161,person,40
162,cup,40
162,person,40
163,cup,40
163,person,40
164,cup,40
164,person,40
165,cup,40
165,person,40
166,cup,40
166,person,40
167,cup,40
167,person,40
168,cup,40
168,person,40
169,cup,40
169,person,40
170,cup,40
170,person,40
171,cup,40
171,person,40
172,cup,40
172,person,40
173,cup,40
173,person,40
174,cup,40
174,person,40
175,cup,40
175,person,40
176,cup,40
176,person,40
177,cup,40
177,person,40
178,cup,40
178,person,40
179,cup,40
179,person,40
180,cup,40
180,person,40
181,cup,40
181,person,40
182,cup,40
182,person,40
183,cup,40
183,person,40
184,cup,40
184,person,40
185,cup,40
185,person,40
186,cup,40
186,person,40
187,cup,40
187,person,40
188,cup,40
188,person,40
189,cup,40
189,person,40
190,cup,40
190,person,40
191,cup,40
191,person,40
192,cup,40
192,person,40
193,cup,40
193,person,40
194,cup,40
194,person,40
195,cup,40
195,person,40
196,cup,40
196,person,40
197,cup,40
197,person,40
198,cup,40
198,person,40
199,cup,40
199,person,40
200,cup,40
200,person,40
201,cup,40
201,person,40
202,cup,40
202,person,40
203,cup,40
203,person,40
204,cup,40
204,person,40
205,cup,40
205,person,40
206,cup,40
206,person,40
207,cup,40
207,person,40
208,cup,40
208,person,40
209,cup,40
209,person,40
210,cup,40
210,person,40
211,cup,40
211,person,40
212,cup,40
212,person,40
213,cup,40
213,person,40
214,cup,40
214,person,40
215,cup,40
215,person,40
216,cup,40
216,person,40
217,cup,40
217,person,40
218,cup,40
218,person,40
219,cup,40
219,person,40
220,cup,40
220,person,40
221,cup,40
221,person,40
222,cup,40
222,person,40
223,cup,40
223,person,40
224,cup,40
224,person,40
225,cup,40
225,person,40
226,cup,40
226,person,40
227,cup,40
227,person,40
228,cup,40
228,person,40
229,cup,40
229,person,40
230,cup,40
230,person,40
231,cup,40
231,person,40
232,cup,40
232,person,40
233,cup,40
233,person,40
234,cup,40
234,person,40
235,cup,40
235,person,40
236,cup,40
236,person,40
237,cup,40
237,person,40
238,cup,40
238,person,40
239,cup,40
239,person,40
240,cup,40
240,person,40
241,cup,40
241,person,40
242,cup,40
242,person,40
243,cup,40
243,person,40
244,cup,40
244,person,40
245,cup,40
245,person,40
246,cup,40
246,person,40
247,cup,40
247,person,40
248,cup,40
248,person,40
249,cup,40
249,person,40
250,cup,40
250,person,40
251,cup,40
251,person,40
252,cup,40
252,person,40
253,cup,40
253,person,40
254,cup,40
254,person,40
255,cup,40
255,person,40
256,cup,40
256,person,40
257,cup,40
257,person,40
258,cup,40
258,person,40
259,cup,40
259,person,40
260,cup,40
260,person,40
261,cup,40
261,person,40
262,cup,40
262,person,40
263,cup,40
263,person,40
264,cup,40
264,person,40
265,cup,40
265,person,40
266,cup,40
266,person,40
267,cup,40
267,person,40
268,cup,40
268,person,40
269,cup,40
269,person,40
270,cup,40
270,person,40
271,cup,40
271,person,40
