frame,cls,range_cm
128,laptop,90
128,laptop,90
129,cup,40
129,bowl,60
129,laptop,90
129,laptop,90
130,cup,40
130,bowl,60
130,laptop,90
130,laptop,90
131,cup,40
131,bowl,60
131,laptop,90
131,laptop,90
132,cup,40
132,bowl,60
132,laptop,90
132,laptop,90
133,cup,40
133,bowl,60
133,laptop,90
133,laptop,90
134,cup,40
134,bowl,60
134,laptop,90
134,laptop,90
135,cup,40
135,bowl,60
135,laptop,90
135,laptop,90
136,cup,40
136,bowl,60
136,laptop,90
137,cup,40
137,bowl,60
137,laptop,90
137,laptop,90
138,cup,40
138,bowl,60
138,laptop,90
138,laptop,90
139,cup,40
139,bowl,60
139,laptop,90
139,laptop,90
140,cup,40
140,bowl,60
140,laptop,90
140,laptop,90
141,cup,40
141,bowl,60
141,laptop,90
141,laptop,90
142,cup,40
142,bowl,60
142,laptop,90
142,laptop,90
143,cup,40
143,bowl,60
143,laptop,90
143,laptop,90
144,cup,40
144,bowl,60
144,laptop,90
144,laptop,90
145,cup,40
145,bowl,60
145,laptop,90
145,laptop,90
146,cup,40
146,bowl,60
146,laptop,90
146,laptop,90
147,cup,40
147,bowl,60
147,laptop,90
147,laptop,90
148,cup,40
148,bowl,60
148,laptop,90
148,laptop,90
149,cup,40
149,bowl,60
149,laptop,90
149,laptop,90
150,cup,40
150,bowl,60
150,laptop,90
150,laptop,90
151,cup,40
151,bowl,60
151,laptop,90
151,laptop,90
152,cup,40
152,bowl,60
152,laptop,90
152,laptop,90
153,cup,40
153,bowl,60
153,laptop,90
153,laptop,90
154,cup,40
154,bowl,60
154,laptop,90
154,laptop,90
155,cup,40
155,bowl,60
155,laptop,90
155,laptop,90
156,cup,40
156,bowl,60
156,laptop,90
156,laptop,90
157,cup,40
157,bowl,60
157,laptop,90
157,laptop,90
158,cup,40
158,bowl,60
158,laptop,90
159,cup,40
159,bowl,60
159,laptop,90
160,cup,40
160,bowl,60
160,laptop,90
161,cup,40
161,bowl,60
161,laptop,90
161,laptop,90
162,cup,40
162,bowl,60
162,laptop,90
162,laptop,90
163,cup,40
163,bowl,60
163,laptop,90
163,laptop,90
164,cup,40
164,bowl,60
164,laptop,90
164,laptop,90
165,cup,40
165,bowl,60
165,laptop,90
165,laptop,90
166,cup,40
166,bowl,60
166,laptop,90
166,laptop,90
167,cup,40
167,bowl,60
167,laptop,90
167,laptop,90
168,cup,40
168,bowl,60
168,laptop,90
168,laptop,90
169,cup,40
169,bowl,60
169,laptop,90
169,laptop,90
170,cup,40
170,bowl,60
170,laptop,90
170,laptop,90
171,cup,40
171,bowl,60
171,laptop,90
171,laptop,90
172,cup,40
172,bowl,60
172,laptop,90
172,laptop,90
173,cup,40
173,bowl,60
173,laptop,90
173,laptop,90
174,cup,40
174,bowl,60
174,laptop,90
174,laptop,90
175,cup,40
175,bowl,60
175,laptop,90
175,laptop,90
176,cup,40
176,bowl,60
176,laptop,90
176,laptop,90
177,cup,40
177,bowl,60
177,laptop,90
177,laptop,90
178,cup,40
178,bowl,60
178,laptop,90
178,laptop,90
179,cup,40
179,bowl,60
179,laptop,90
179,laptop,90
180,cup,40
180,bowl,60
180,laptop,90
180,laptop,90
181,cup,40
181,bowl,60
181,laptop,90
181,laptop,90
182,cup,40
182,bowl,60
182,laptop,90
182,laptop,90
183,cup,40
183,bowl,60
183,laptop,90
183,laptop,90
184,cup,40
184,bowl,60
184,laptop,90
184,laptop,90
185,cup,40
185,bowl,60
185,laptop,90
185,laptop,90
186,cup,40
186,bowl,60
186,laptop,90
186,laptop,90
187,cup,40
187,bowl,60
187,laptop,90
187,laptop,90
188,cup,40
188,bowl,60
188,laptop,90
189,cup,40
189,bowl,60
189,laptop,90
190,cup,40
190,bowl,60
190,laptop,90
190,laptop,90
191,cup,40
191,bowl,60
191,laptop,90
191,laptop,90
192,cup,40
192,bowl,60
192,laptop,90
192,laptop,90
193,cup,40
193,bowl,60
193,laptop,90
193,laptop,90
194,cup,40
194,bowl,60
194,laptop,90
195,cup,40
195,bowl,60
195,laptop,90
196,cup,40
196,bowl,60
196,laptop,90
197,cup,40
197,bowl,60
197,laptop,90
198,cup,40
198,bowl,60
198,laptop,90
198,laptop,90
199,cup,40
199,bowl,60
199,laptop,90
199,laptop,90
200,cup,40
200,bowl,60
200,laptop,90
200,laptop,90
201,cup,40
201,bowl,60
201,laptop,90
201,laptop,90
202,cup,40
202,bowl,60
202,laptop,90
202,laptop,90
203,cup,40
203,bowl,60
203,laptop,90
203,laptop,90
204,cup,40
204,bowl,60
204,laptop,90
205,cup,40
205,bowl,60
205,laptop,90
205,laptop,90
206,cup,40
206,bowl,60
206,laptop,90
206,laptop,90
207,cup,40
207,bowl,60
207,laptop,90
207,laptop,90
208,cup,40
208,bowl,60
208,laptop,90
208,laptop,90
209,cup,40
209,bowl,60
209,laptop,90
209,laptop,90
210,cup,40
210,bowl,60
210,laptop,90
210,laptop,90
211,cup,40
211,bowl,60
211,laptop,90
212,cup,40
212,bowl,60
212,laptop,90
213,cup,40
213,bowl,60
213,laptop,90
214,cup,40
214,bowl,60
214,laptop,90
214,laptop,90
215,cup,40
215,bowl,60
215,laptop,90
215,laptop,90
216,cup,40
216,bowl,60
216,laptop,90
216,laptop,90
217,cup,40
217,bowl,60
217,laptop,90
217,laptop,90
218,cup,40
218,bowl,60
218,laptop,90
218,laptop,90
219,cup,40
219,bowl,60
219,laptop,90
219,laptop,90
220,cup,40
220,bowl,60
220,laptop,90
220,laptop,90
221,cup,40
221,bowl,60
221,laptop,90
221,laptop,90
222,cup,40
222,bowl,60
222,laptop,90
222,laptop,90
223,cup,40
223,bowl,60
223,laptop,90
223,laptop,90
224,cup,40
224,bowl,60
224,laptop,90
224,laptop,90
225,cup,40
225,bowl,60
225,laptop,90
225,laptop,90
226,cup,40
226,bowl,60
226,laptop,90
226,laptop,90
227,cup,40
227,bowl,60
227,laptop,90
227,laptop,90
228,cup,40
228,bowl,60
228,laptop,90
228,laptop,90
229,cup,40
229,bowl,60
229,laptop,90
229,laptop,90
230,cup,40
230,bowl,60
230,laptop,90
230,laptop,90
231,cup,40
231,bowl,60
231,laptop,90
231,laptop,90
232,cup,40
232,bowl,60
232,laptop,90
232,laptop,90
233,cup,40
233,bowl,60
233,laptop,90
233,laptop,90
234,cup,40
234,bowl,60
234,laptop,90
234,laptop,90
235,cup,40
235,bowl,60
235,laptop,90
235,laptop,90
236,cup,40
236,bowl,60
236,laptop,90
236,laptop,90
237,cup,40
237,bowl,60
237,laptop,90
237,laptop,90
238,cup,40
238,bowl,60
238,laptop,90
239,cup,40
239,bowl,60
239,laptop,90
239,laptop,90
240,cup,40
240,bowl,60
240,laptop,90
240,laptop,90
241,cup,40
241,bowl,60
241,laptop,90
241,laptop,90
242,cup,40
242,bowl,60
242,laptop,90
242,laptop,90
243,cup,40
243,bowl,60
243,laptop,90
243,laptop,90
244,cup,40
244,bowl,60
244,laptop,90
244,laptop,90
245,cup,40
245,bowl,60
245,laptop,90
245,laptop,90
246,cup,40
246,bowl,60
246,laptop,90
246,laptop,90
247,cup,40
247,bowl,60
247,laptop,90
247,laptop,90
248,cup,40
248,bowl,60
248,laptop,90
248,laptop,90
249,cup,40
249,bowl,60
249,laptop,90
249,laptop,90
250,cup,40
250,bowl,60
250,laptop,90
250,laptop,90
251,cup,40
251,bowl,60
251,laptop,90
251,laptop,90
252,cup,40
252,bowl,60
252,laptop,90
252,laptop,90
253,cup,40
253,bowl,60
253,laptop,90
253,laptop,90
254,cup,40
254,bowl,60
254,laptop,90
254,laptop,90
255,cup,40
255,bowl,60
255,laptop,90
255,laptop,90
256,cup,40
256,bowl,60
256,laptop,90
257,cup,40
257,bowl,60
257,laptop,90
258,cup,40
258,bowl,60
258,laptop,90
258,laptop,90
258,laptop,90
259,cup,40
259,bowl,60
259,laptop,90
259,laptop,90
260,cup,40
260,bowl,60
260,laptop,90
261,cup,40
261,bowl,60
261,laptop,90
262,cup,40
262,bowl,60
262,laptop,90
262,laptop,90
263,cup,40
263,bowl,60
263,laptop,90
264,cup,40
264,bowl,60
264,laptop,90
264,laptop,90
265,cup,40
265,laptop,60
266,cup,40
266,laptop,60
267,cup,40
267,laptop,60
268,cup,40
268,laptop,60
269,cup,40
269,laptop,60
270,cup,40
270,laptop,60
271,cup,40
271,laptop,60
272,cup,40
272,laptop,60
273,cup,40
273,laptop,60
274,cup,40
274,laptop,60
275,cup,40
275,laptop,60
276,cup,40
276,laptop,60
277,cup,40
277,laptop,60
278,cup,40
278,laptop,60
279,cup,40
279,laptop,60
280,cup,40
280,laptop,60
281,cup,40
281,laptop,60
282,cup,40
282,laptop,60
283,cup,40
283,laptop,60
284,cup,40
284,laptop,60
285,cup,40
285,laptop,60
286,cup,40
286,laptop,60
287,cup,40
287,laptop,60
288,cup,40
288,laptop,60
289,cup,40
289,laptop,60
290,cup,40
290,laptop,60
291,cup,40
291,laptop,60
292,cup,40
292,laptop,60
293,cup,40
293,laptop,60
294,cup,40
294,laptop,60
295,cup,40
295,laptop,60
296,cup,40
296,laptop,60
297,cup,40
297,laptop,60
298,cup,40
298,laptop,60
299,cup,40
299,laptop,60
300,cup,40
300,laptop,60
301,cup,40
301,laptop,60
302,cup,40
302,laptop,60
303,cup,40
303,laptop,60
304,cup,40
304,laptop,60
305,cup,40
305,laptop,60
306,cup,40
306,laptop,60
307,cup,40
307,laptop,60
308,cup,40
308,laptop,60
309,cup,40
309,laptop,60
310,cup,40
310,laptop,60
311,cup,40
311,laptop,60
312,cup,40
312,laptop,60
313,cup,40
313,laptop,60
314,cup,40
314,laptop,60
315,cup,40
315,laptop,60
316,cup,40
316,laptop,60
317,cup,40
317,laptop,60
318,cup,40
318,laptop,60
319,cup,40
319,laptop,60
320,cup,40
320,laptop,60
321,cup,40
321,laptop,60
322,cup,40
322,laptop,60
323,cup,40
323,laptop,60
324,cup,40
324,laptop,60
325,cup,40
325,laptop,60
326,cup,40
326,laptop,60
327,cup,40
327,laptop,60
328,cup,40
328,laptop,60
329,cup,40
329,laptop,60
330,cup,40
330,laptop,60
331,cup,40
331,laptop,60
332,cup,40
332,laptop,60
333,cup,40
333,laptop,60
334,cup,40
334,laptop,60
335,cup,40
335,laptop,60
336,cup,40
336,laptop,60
337,cup,40
337,laptop,60
338,cup,40
338,laptop,60
339,cup,40
339,laptop,60
340,cup,40
340,laptop,60
341,cup,40
341,laptop,60
342,cup,40
342,laptop,60
343,cup,40
343,laptop,60
344,cup,40
344,laptop,60
345,cup,40
345,laptop,60
346,cup,40
346,laptop,60
347,cup,40
347,laptop,60
348,cup,40
348,laptop,60
349,cup,40
349,laptop,60
350,cup,40
350,laptop,60
351,cup,40
351,laptop,60
352,cup,40
352,laptop,60
353,cup,40
353,laptop,60
354,cup,40
354,laptop,60
355,cup,40
355,laptop,60
356,cup,40
356,laptop,60
357,cup,40
357,laptop,60
358,cup,40
358,laptop,60
359,cup,40
359,laptop,60
360,cup,40
360,laptop,60
361,cup,40
361,laptop,60
362,cup,40
362,laptop,60
363,cup,40
363,laptop,60
364,cup,40
364,laptop,60
365,cup,40
365,laptop,60
366,cup,40
366,laptop,60
367,cup,40
367,laptop,60
368,cup,40
368,laptop,60
369,cup,40
369,laptop,60
370,cup,40
370,laptop,60
371,cup,40
371,laptop,60
372,cup,40
372,laptop,60
373,cup,40
373,laptop,60
374,cup,40
374,laptop,60
375,cup,40
375,laptop,60
376,cup,40
376,laptop,60
377,cup,40
377,laptop,60
378,cup,40
378,laptop,60
379,cup,40
379,laptop,60
380,cup,40
380,laptop,60
381,cup,40
381,laptop,60
382,cup,40
382,laptop,60
383,cup,40
383,laptop,60
384,cup,40
384,laptop,60
385,cup,40
385,laptop,60
386,cup,40
386,laptop,60
387,cup,40
387,laptop,60
388,cup,40
388,laptop,60
389,cup,40
389,laptop,60
390,cup,40
390,laptop,60
391,cup,40
391,laptop,60
392,cup,40
392,laptop,60
393,cup,40
393,laptop,60
394,cup,40
394,laptop,60
395,cup,40
395,laptop,60
396,cup,40
396,laptop,60
397,cup,40
397,laptop,60
398,cup,40
398,laptop,60
399,cup,40
399,laptop,60
400,cup,40
400,laptop,60
401,cup,40
401,laptop,60
402,cup,40
402,laptop,60
403,cup,40
403,laptop,60
404,cup,40
404,laptop,60
405,cup,40
405,laptop,60
406,cup,40
406,laptop,60
407,cup,40
407,laptop,60
408,cup,40
408,laptop,60
409,cup,40
409,laptop,60
410,cup,40
410,laptop,60
411,cup,40
411,laptop,60
412,cup,40
412,laptop,60
413,cup,40
413,laptop,60
414,cup,40
414,laptop,60
415,cup,40
415,laptop,60
416,cup,40
416,laptop,60
417,cup,40
417,laptop,60
418,cup,40
418,laptop,60
419,cup,40
419,laptop,60
420,cup,40
420,laptop,60
421,cup,40
421,laptop,60
422,cup,40
422,laptop,60
423,cup,40
423,laptop,60
424,cup,40
424,laptop,60
425,cup,40
425,laptop,60
426,cup,40
426,laptop,60
427,cup,40
427,laptop,60
428,cup,40
428,laptop,60
429,cup,40
429,laptop,60
430,cup,40
430,laptop,60
431,cup,40
431,laptop,60
432,cup,40
432,laptop,60
433,cup,40
433,laptop,60
434,cup,40
434,laptop,60
435,cup,40
435,laptop,60
436,cup,40
436,laptop,60
437,cup,40
437,laptop,60
438,cup,40
438,laptop,60
439,cup,40
439,laptop,60
440,cup,40
440,laptop,60
441,cup,40
441,laptop,60
442,cup,40
442,laptop,60
443,cup,40
443,laptop,60
444,cup,40
444,laptop,60
445,cup,40
445,laptop,60
446,cup,40
446,laptop,60
447,cup,40
447,laptop,60
448,cup,40
448,laptop,60
449,cup,40
449,laptop,60
450,cup,40
450,laptop,60
451,cup,40
451,laptop,60
452,cup,40
452,laptop,60
453,cup,40
453,laptop,60
454,cup,40
454,laptop,60
455,cup,40
455,laptop,60
456,cup,40
456,laptop,60
457,cup,40
457,laptop,60
458,cup,40
458,laptop,60
459,cup,40
459,laptop,60
460,cup,40
460,laptop,60
461,cup,40
461,laptop,60
462,cup,40
462,laptop,60
463,cup,40
463,laptop,60
464,cup,40
464,laptop,60
465,cup,40
465,laptop,60
466,cup,40
466,laptop,60
467,cup,40
467,laptop,60
468,cup,40
468,laptop,60
469,cup,40
469,laptop,60
470,cup,40
470,laptop,60
471,cup,40
471,laptop,60
472,cup,40
472,laptop,60
473,cup,40
473,laptop,60
474,cup,40
474,laptop,60
475,cup,40
475,laptop,60
476,cup,40
476,laptop,60
477,cup,40
477,laptop,60
478,cup,40
478,laptop,60
479,cup,40
479,laptop,60
480,cup,40
480,laptop,60
481,cup,40
481,laptop,60
482,cup,40
482,laptop,60
483,cup,40
483,laptop,60
484,cup,40
484,laptop,60
485,cup,40
485,laptop,60
486,cup,40
486,laptop,60
487,cup,40
487,laptop,60
488,cup,40
488,laptop,60
489,cup,40
489,laptop,60
490,cup,40
490,laptop,60
491,cup,40
491,laptop,60
492,cup,40
492,laptop,60
493,cup,40
493,laptop,60
494,cup,40
494,laptop,60
495,cup,40
495,laptop,60
496,cup,40
496,laptop,60
497,cup,40
497,laptop,60
498,cup,40
498,laptop,60
499,cup,40
499,laptop,60
500,cup,40
500,laptop,60
501,cup,40
501,laptop,60
502,cup,40
502,laptop,60
503,cup,40
503,laptop,60
504,cup,40
504,laptop,60
505,cup,40
505,laptop,60
506,cup,40
506,laptop,60
507,cup,40
507,laptop,60
508,cup,40
508,laptop,60
509,cup,40
509,laptop,60
510,cup,40
510,laptop,60
511,cup,40
511,laptop,60
512,cup,40
512,laptop,60
513,cup,40
513,laptop,60
514,cup,40
514,laptop,60
515,cup,40
515,laptop,60
516,cup,40
516,laptop,60
517,cup,40
517,laptop,60
518,cup,40
518,laptop,60
519,cup,40
519,laptop,60
520,cup,40
520,laptop,60
521,cup,40
521,laptop,60
522,cup,40
522,laptop,60
523,cup,40
523,laptop,60
524,cup,40
524,laptop,60
525,cup,40
525,laptop,60
526,cup,40
526,laptop,60
527,cup,40
527,laptop,60
528,cup,40
528,laptop,60
529,cup,40
529,laptop,60
530,cup,40
530,laptop,60
531,cup,40
531,laptop,60
532,cup,40
532,laptop,60
533,cup,40
533,laptop,60
534,cup,40
534,laptop,60
535,cup,40
535,laptop,60
536,cup,40
536,laptop,60
537,cup,40
537,laptop,60
538,cup,40
538,laptop,60
539,cup,40
539,laptop,60
540,cup,40
540,laptop,60
541,cup,40
541,laptop,60
542,cup,40
542,laptop,60
543,cup,40
543,laptop,60
544,cup,40
544,laptop,60
545,cup,40
545,laptop,60
546,cup,40
546,laptop,60
