frame,cls,range_cm
337,laptop,90
337,cup,90
338,bowl,90
338,cup,90
338,laptop,90
339,bowl,90
339,laptop,90
339,cup,90
340,bowl,90
340,laptop,90
340,cup,90
341,bowl,90
341,laptop,90
341,cup,90
342,bowl,90
342,cup,90
342,laptop,90
343,bowl,90
343,cup,90
343,laptop,90
344,bowl,90
344,cup,90
344,laptop,90
345,bowl,90
345,cup,90
345,laptop,90
346,bowl,90
346,cup,90
346,laptop,90
346,laptop,90
347,bowl,90
347,cup,90
347,laptop,90
348,bowl,90
348,cup,90
348,laptop,90
349,bowl,90
349,cup,90
349,laptop,90
350,bowl,90
350,cup,90
350,laptop,90
351,bowl,90
351,laptop,90
351,cup,90
352,bowl,90
352,laptop,90
352,cup,90
353,bowl,90
353,laptop,90
353,cup,90
354,bowl,90
354,cup,90
354,laptop,90
355,bowl,90
355,cup,90
355,laptop,90
355,laptop,90
356,bowl,90
356,cup,90
356,laptop,90
356,laptop,90
357,bowl,90
357,cup,90
357,laptop,90
358,bowl,90
358,cup,90
358,laptop,90
359,bowl,90
359,cup,90
359,laptop,90
360,bowl,90
360,cup,90
360,laptop,90
361,bowl,90
361,laptop,90
361,cup,90
362,bowl,90
362,laptop,90
362,cup,90
363,bowl,90
363,laptop,90
363,cup,90
364,bowl,90
364,cup,90
364,laptop,90
364,laptop,90
365,bowl,90
365,laptop,90
365,cup,90
366,bowl,90
366,laptop,90
366,cup,90
367,bowl,90
367,laptop,90
367,cup,90
368,bowl,90
368,laptop,90
368,cup,90
369,bowl,90
369,laptop,90
369,cup,90
370,bowl,90
370,laptop,90
370,cup,90
371,bowl,90
371,laptop,90
371,cup,90
371,laptop,90
372,bowl,90
372,cup,90
372,laptop,90
373,bowl,90
373,cup,90
373,laptop,90
374,bowl,90
374,cup,90
374,laptop,90
375,bowl,90
375,laptop,90
375,cup,90
376,bowl,90
376,cup,90
376,laptop,90
377,bowl,90
377,cup,90
377,laptop,90
378,bowl,90
378,cup,90
378,laptop,90
379,bowl,90
379,cup,90
379,laptop,90
380,bowl,90
380,cup,90
380,laptop,90
381,bowl,90
381,cup,90
381,laptop,90
381,tv,90
382,bowl,90
382,cup,90
382,laptop,90
383,bowl,90
383,cup,90
383,laptop,90
384,bowl,90
384,cup,90
384,laptop,90
385,bowl,90
385,cup,90
385,laptop,90
386,bowl,90
386,cup,90
386,laptop,90
387,bowl,90
387,cup,90
387,laptop,90
388,bowl,90
388,cup,90
388,laptop,90
389,bowl,90
389,cup,90
389,laptop,90
390,bowl,90
390,cup,90
390,laptop,90
390,laptop,90
391,bowl,90
391,cup,90
391,laptop,90
392,bowl,90
392,laptop,90
392,cup,90
393,bowl,90
393,cup,90
393,laptop,90
393,laptop,90
394,bowl,90
394,laptop,90
394,cup,90
395,bowl,90
395,laptop,90
395,cup,90
396,bowl,90
396,laptop,90
396,cup,90
397,bowl,90
397,cup,90
397,laptop,90
398,bowl,90
398,laptop,90
398,cup,90
399,bowl,90
399,laptop,90
399,cup,90
400,bowl,90
400,laptop,90
400,cup,90
401,bowl,90
401,cup,90
401,laptop,90
402,bowl,90
402,cup,90
402,laptop,90
403,bowl,90
403,laptop,90
403,cup,90
404,bowl,90
404,laptop,90
404,cup,90
405,bowl,90
405,laptop,90
405,cup,90
406,bowl,90
406,laptop,90
406,cup,90
407,bowl,90
407,laptop,90
407,cup,90
408,bowl,90
408,laptop,90
408,cup,90
409,bowl,90
409,cup,90
409,laptop,90
410,bowl,90
410,cup,90
410,laptop,90
411,bowl,90
411,cup,90
411,laptop,90
412,bowl,90
412,laptop,90
412,cup,90
413,bowl,90
413,cup,90
413,laptop,90
414,bowl,90
414,cup,90
414,laptop,90
415,bowl,90
415,cup,90
415,laptop,90
416,bowl,90
416,cup,90
416,laptop,90
417,bowl,90
417,laptop,90
417,cup,90
418,bowl,90
418,laptop,90
418,cup,90
419,bowl,90
419,laptop,90
419,cup,90
420,bowl,90
420,cup,90
420,laptop,90
421,bowl,90
421,cup,90
421,laptop,90
422,bowl,90
422,laptop,90
422,cup,90
423,bowl,90
423,laptop,90
423,cup,90
424,bowl,90
424,cup,90
424,laptop,90
425,bowl,90
425,laptop,90
425,cup,90
426,bowl,90
426,laptop,90
426,cup,90
427,bowl,90
427,laptop,90
427,cup,90
428,bowl,90
428,laptop,90
428,cup,90
429,bowl,90
429,cup,90
429,laptop,90
430,bowl,90
430,cup,90
430,laptop,90
430,laptop,90
431,bowl,90
431,laptop,90
431,cup,90
432,bowl,90
432,cup,90
432,laptop,90
433,bowl,90
433,cup,90
433,laptop,90
434,bowl,90
434,laptop,90
434,cup,90
435,bowl,90
435,cup,90
435,laptop,90
436,bowl,90
436,laptop,90
436,cup,90
437,bowl,90
437,cup,90
437,laptop,90
438,bowl,90
438,cup,90
438,laptop,90
439,bowl,90
439,cup,90
439,laptop,90
440,bowl,90
440,laptop,90
440,cup,90
441,bowl,90
441,cup,90
441,laptop,90
441,laptop,90
442,bowl,90
442,cup,90
442,laptop,90
442,laptop,90
443,bowl,90
443,cup,90
443,laptop,90
444,bowl,90
444,cup,90
444,laptop,90
445,bowl,90
445,cup,90
445,laptop,90
445,laptop,90
446,bowl,90
446,cup,90
446,laptop,90
446,laptop,90
447,bowl,90
447,cup,90
447,laptop,90
447,laptop,90
448,bowl,90
448,cup,90
448,laptop,90
448,laptop,90
449,bowl,90
449,cup,90
449,laptop,90
450,bowl,90
450,cup,90
450,laptop,90
451,bowl,90
451,cup,90
451,laptop,90
452,bowl,90
452,cup,90
452,laptop,90
453,bowl,90
453,cup,90
453,laptop,90
454,bowl,90
454,cup,90
454,laptop,90
455,bowl,90
455,cup,90
455,laptop,90
456,bowl,90
456,cup,90
456,laptop,90
457,bowl,90
457,cup,90
457,laptop,90
458,bowl,90
458,cup,90
458,laptop,90
459,bowl,90
459,cup,90
459,laptop,90
460,bowl,90
460,cup,90
460,laptop,90
461,bowl,90
461,cup,90
461,laptop,90
461,tv,90
462,bowl,90
462,cup,90
462,laptop,90
463,bowl,90
463,cup,90
463,laptop,90
464,bowl,90
464,cup,90
464,laptop,90
465,bowl,90
465,cup,90
465,laptop,90
466,bowl,90
466,cup,90
466,laptop,90
467,bowl,90
467,cup,90
467,laptop,90
468,bowl,90
468,cup,90
468,laptop,90
469,bowl,90
469,laptop,90
469,cup,90
470,bowl,90
470,laptop,90
470,cup,90
471,bowl,90
471,laptop,90
471,cup,90
472,bowl,90
472,laptop,90
472,cup,90
473,bowl,90
473,laptop,90
473,cup,90
474,bowl,90
474,laptop,90
474,cup,90
475,bowl,90
475,laptop,90
475,cup,90
476,bowl,90
476,laptop,90
476,cup,90
477,bowl,90
477,cup,90
477,laptop,90
478,bowl,90
478,laptop,90
478,cup,90
479,bowl,90
479,laptop,90
479,cup,90
480,bowl,90
480,laptop,90
480,cup,90
481,bowl,90
481,cup,90
481,laptop,90
481,laptop,90
482,bowl,90
482,cup,90
482,laptop,90
483,bowl,90
483,cup,90
483,laptop,90
483,laptop,90
484,bowl,90
484,cup,90
484,laptop,90
484,laptop,90
485,bowl,90
485,laptop,90
485,cup,90
486,bowl,90
486,laptop,90
486,cup,90
487,bowl,90
487,cup,90
487,laptop,90
488,bowl,90
488,cup,90
488,laptop,90
489,bowl,90
489,cup,90
489,laptop,90
490,bowl,90
490,cup,90
490,laptop,90
490,laptop,90
491,bowl,90
491,cup,90
491,laptop,90
491,laptop,90
492,bowl,90
492,cup,90
492,laptop,90
492,laptop,90
493,bowl,90
493,cup,90
493,laptop,90
493,laptop,90
494,bowl,90
494,cup,90
494,laptop,90
494,laptop,90
495,bowl,90
495,cup,90
495,laptop,90
496,bowl,90
496,cup,90
496,laptop,90
497,bowl,90
497,cup,90
497,laptop,90
497,laptop,90
498,bowl,90
498,cup,90
498,laptop,90
499,bowl,90
499,cup,90
499,laptop,90
500,bowl,90
500,cup,90
500,laptop,90
500,laptop,90
501,bowl,90
501,cup,90
501,laptop,90
501,laptop,90
502,bowl,90
502,laptop,90
502,cup,90
503,bowl,90
503,laptop,90
503,cup,90
504,bowl,90
504,cup,90
504,laptop,90
505,bowl,90
505,cup,90
505,laptop,90
506,bowl,90
506,cup,90
506,laptop,90
507,bowl,90
507,cup,90
507,laptop,90
508,bowl,90
508,cup,90
508,laptop,90
508,laptop,90
509,bowl,90
509,cup,90
509,laptop,90
510,bowl,90
510,laptop,90
510,cup,90
511,bowl,90
511,laptop,90
511,cup,90
511,laptop,90
512,bowl,90
512,cup,90
512,laptop,90
512,laptop,90
513,bowl,90
513,laptop,90
513,cup,90
514,bowl,90
514,laptop,90
514,cup,90
515,bowl,90
515,cup,90
515,laptop,90
516,bowl,90
516,cup,90
516,laptop,90
517,bowl,90
517,cup,90
517,laptop,90
518,bowl,90
518,cup,90
518,laptop,90
519,bowl,90
519,cup,90
519,laptop,90
520,bowl,90
520,cup,90
520,laptop,90
521,bowl,90
521,cup,90
521,laptop,90
522,bowl,90
522,cup,90
522,laptop,90
523,bowl,90
523,cup,90
523,laptop,90
524,bowl,90
524,cup,90
524,laptop,90
524,tv,90
525,bowl,90
525,cup,90
525,laptop,90
526,bowl,90
526,cup,90
526,laptop,90
527,bowl,90
527,cup,90
527,laptop,90
528,bowl,90
528,cup,90
528,laptop,90
529,bowl,90
529,cup,90
529,laptop,90
530,bowl,90
530,cup,90
530,laptop,90
531,bowl,90
531,cup,90
531,laptop,90
532,bowl,90
532,cup,90
532,laptop,90
532,tv,90
533,bowl,90
533,cup,90
533,laptop,90
534,bowl,90
534,cup,90
534,laptop,90
535,bowl,90
535,cup,90
535,laptop,90
536,bowl,90
536,laptop,90
536,cup,90
537,bowl,90
537,laptop,90
537,cup,90
538,bowl,90
538,cup,90
538,laptop,90
539,bowl,90
539,laptop,90
539,cup,90
540,bowl,90
540,laptop,90
540,cup,90
541,bowl,90
541,laptop,90
541,cup,90
542,bowl,90
542,cup,90
542,laptop,90
542,laptop,90
543,bowl,90
543,laptop,90
543,cup,90
544,bowl,90
544,cup,90
544,laptop,90
545,bowl,90
545,cup,90
545,laptop,90
545,laptop,90
546,bowl,90
546,cup,90
546,laptop,90
547,bowl,90
547,cup,90
547,laptop,90
548,bowl,90
548,cup,90
548,laptop,90
548,laptop,90
549,bowl,90
549,cup,90
549,laptop,90
550,bowl,90
550,cup,90
550,laptop,90
550,laptop,90
551,bowl,90
551,cup,90
551,laptop,90
551,laptop,90
552,bowl,90
552,cup,90
552,laptop,90
552,laptop,90
553,bowl,90
553,cup,90
553,laptop,90
553,laptop,90
554,bowl,90
554,cup,90
554,laptop,90
555,bowl,90
555,cup,90
555,laptop,90
555,laptop,90
556,bowl,90
556,cup,90
556,laptop,90
557,bowl,90
557,cup,90
557,laptop,90
558,bowl,90
558,cup,90
558,laptop,90
559,bowl,90
559,cup,90
559,laptop,90
560,bowl,90
560,cup,90
560,laptop,90
561,bowl,90
561,cup,90
561,laptop,90
562,bowl,90
562,cup,90
562,laptop,90
562,laptop,90
563,bowl,90
563,cup,90
563,laptop,90
563,laptop,90
564,bowl,90
564,cup,90
564,laptop,90
565,bowl,90
565,cup,90
565,laptop,90
565,laptop,90
566,bowl,90
566,cup,90
566,laptop,90
567,bowl,90
567,cup,90
567,laptop,90
567,tv,90
568,bowl,90
568,cup,90
568,laptop,90
569,bowl,90
569,cup,90
569,laptop,90
569,tv,90
570,bowl,90
570,cup,90
570,laptop,90
570,tv,90
571,bowl,90
571,cup,90
571,laptop,90
572,bowl,90
572,cup,90
572,laptop,90
573,bowl,90
573,cup,90
573,laptop,90
574,bowl,90
574,cup,90
574,laptop,90
575,bowl,90
575,cup,90
575,laptop,90
576,bowl,90
576,cup,90
576,laptop,90
577,bowl,90
577,cup,90
577,laptop,90
578,bowl,90
578,cup,90
578,laptop,90
578,laptop,90
579,bowl,90
579,cup,90
579,laptop,90
580,bowl,90
580,cup,90
580,laptop,90
580,laptop,90
581,bowl,90
581,laptop,90
581,cup,90
582,bowl,120
582,cup,120
582,cup,120
583,bowl,120
583,cup,120
583,cup,120
584,bowl,120
584,cup,120
584,cup,120
585,bowl,120
585,cup,120
585,cup,120
586,bowl,120
586,cup,120
